module,design,outcome,method,scale,slope,slope_low,slope_high,n_points
skew_rate_diag,f=0.20,continuous,gaussian,error,5.173447803491083,3.6820444665872083,4.728617350144947,4
skew_rate_diag,f=0.25,continuous,gaussian,error,1.3745526173269365,1.2718181904223012,1.5002662619901856,4
skew_rate_diag,f=0.50,continuous,gaussian,error,-0.6037274873423072,-0.6398245720692584,-0.5709619554270167,4
