module,design,outcome,method,scale,slope,slope_low,slope_high,n_points
parity,parity_holds,continuous,calibrated,error,0.04164211468854904,0.01726102101616997,0.16624875594369254,4
parity,parity_fails,continuous,calibrated,error,0.08568988023325395,0.05739733701441302,0.300692496641524,4
