p,method,coverage,coverage_error,mcse,gamma_mean,N,err_sqrt,err_linear
0.5,gaussian,0.9537955555555555,0.003795555555555552,0.0002212831111646213,-0.004669018811975193,800,0.10735452286814419,3.0364444444444416
0.5,cornish_fisher,0.9537233333333334,0.0037233333333334118,0.000221447603004736,-0.004669018811975193,800,0.1053117699447187,2.9786666666667294
0.5,calibrated,0.9497811111111111,0.00021888888888887958,0.00023020993338847707,-0.004669018811975193,800,0.00619111270638862,0.17511111111110367
0.5,gaussian,0.9523633333333333,0.002363333333333384,0.00022451779106826442,0.0027118156022801726,860,0.0693065380914559,2.03246666666671
0.5,cornish_fisher,0.9522733333333333,0.0022733333333333494,0.00022471916289635723,0.0027118156022801726,860,0.06666721999770416,1.9550666666666805
0.5,calibrated,0.9512333333333334,0.0012333333333334195,0.0002270302938398037,0.0027118156022801726,860,0.03616843313658664,1.0606666666667408
0.5,gaussian,0.9523988888888889,0.0023988888888889504,0.00022443817592700903,-0.012385432463342394,900,0.07196666666666851,2.1590000000000553
0.5,cornish_fisher,0.9522844444444445,0.0022844444444445333,0.00022469431410889528,-0.012385432463342394,900,0.068533333333336,2.05600000000008
0.5,calibrated,0.9508511111111111,0.0008511111111111358,0.00022787246825527592,-0.012385432463342394,900,0.025533333333334074,0.7660000000000222
0.5,gaussian,0.9533911111111111,0.0033911111111111225,0.00022220236113715036,-0.00440279966567528,930,0.10341498995865261,3.153733333333344
0.5,cornish_fisher,0.9533922222222222,0.003392222222222241,0.0002221998420551371,-0.00440279966567528,930,0.10344887429350166,3.154766666666684
0.5,calibrated,0.9503088888888889,0.0003088888888889141,0.00022906065326714557,-0.00440279966567528,930,0.009419845087977613,0.2872666666666901
0.5,gaussian,0.95249,0.0024899999999999922,0.00022423400450818746,0.00924970350790115,960,0.0771498282564515,2.3903999999999925
0.5,cornish_fisher,0.9523144444444445,0.002314444444444508,0.00022462720560201656,0.00924970350790115,960,0.07171043831244685,2.2218666666667275
0.5,calibrated,0.9495822222222222,0.00041777777777773917,0.000230641196719369,0.00924970350790115,960,0.012944371005989816,0.4010666666666296
