module,design,outcome,method,scale,slope,slope_low,slope_high,n_points
parity,parity_holds,continuous,calibrated,error,-0.6311971870387169,-0.7099234323781018,-0.5683069849403705,4
parity,parity_fails,continuous,calibrated,error,-2.0739709795394075,-0.46907348620538986,0.2677358443013109,4
