module,design,outcome,method,scale,slope,slope_low,slope_high,n_points
parity,parity_holds,continuous,calibrated,error,3.491755798678602,-1.467295626387311,0.806324141970253,4
parity,parity_fails,continuous,calibrated,error,0.03932818421143268,-1.6184312458103294,-0.06965102989347667,4
