module,design,outcome,method,scale,slope,slope_low,slope_high,n_points
parity_det,parity_holds,continuous,calibrated,error,-3.990236729844582,-4.7713421275154815,-2.116101630463585,4
parity_det,parity_fails,continuous,calibrated,error,-5.445144884243277,-11.264257942337625,-3.536219305981336,4
