p,method,coverage,coverage_error,mcse,gamma_mean,N,err_sqrt,err_linear
0.8,cornish_fisher,0.9033125,0.04668749999999999,0.002336383788889226,0.46527642947304704,270,0.7671539071056731,12.605624999999998
0.8,calibrated,0.953375,0.003375000000000017,0.0016667916294298762,0.46527642947304704,270,0.055456908947398346,0.9112500000000046
0.9,gaussian,0.8818125,0.06818749999999996,0.0025521953153578147,0.7766840550705314,270,1.1204349566965046,18.41062499999999
0.9,cornish_fisher,0.8348125,0.1151875,0.0029357770462408034,0.7766840550705314,270,1.8927237627787896,31.100625
0.9,calibrated,0.95375,0.003750000000000031,0.0016604016362765969,0.7766840550705314,270,0.06161878771933169,1.0125000000000084
0.5,gaussian,0.958125,0.008125000000000049,0.0015835380555697105,-0.04670620719008854,300,0.14072912811497215,2.4375000000000147
0.5,cornish_fisher,0.957875,0.007875000000000076,0.0015880507779783045,-0.04670620719008854,300,0.1363990010960504,2.362500000000023
0.5,calibrated,0.9480625,0.0019374999999999254,0.0017542804097006193,-0.04670620719008854,300,0.03355848439664571,0.5812499999999776
0.8,gaussian,0.9259375,0.024062499999999987,0.002070284492735087,0.49358614851336646,300,0.4167747255712609,7.2187499999999964
0.8,cornish_fisher,0.904125,0.045875,0.0023275924306969,0.49358614851336646,300,0.7945783079722225,13.7625
0.8,calibrated,0.9494375,0.0005624999999999103,0.0017321578593215378,0.49358614851336646,300,0.009742785792573382,0.1687499999999731
0.9,gaussian,0.8795,0.07050000000000001,0.002573661666769741,0.6926136934676252,300,1.2210958193360588,21.150000000000002
0.9,cornish_fisher,0.83875,0.11124999999999996,0.002907409043074263,0.6926136934676252,300,1.9269065234203755,33.374999999999986
0.9,calibrated,0.943625,0.0063749999999999085,0.0018234044287917855,0.6926136934676252,300,0.11041823898251435,1.9124999999999726
0.5,gaussian,0.9541875,0.004187500000000011,0.0016529087021775815,0.009940014600517005,330,0.07606971514669968,1.3818750000000035
0.5,cornish_fisher,0.9536875,0.0036875000000000657,0.0016614687091499418,0.009940014600517005,330,0.06698676408440819,1.2168750000000217
0.5,calibrated,0.955875,0.005875000000000075,0.0016236144934797477,0.009940014600517005,330,0.10672467498193794,1.9387500000000246
0.8,gaussian,0.931375,0.018625000000000003,0.001998680961518747,0.48351515118665916,330,0.33833992707039473,6.146250000000001
0.8,cornish_fisher,0.9059375,0.044062500000000004,0.002307795838209996,0.48351515118665916,330,0.8004350623645244,14.540625000000002
0.8,calibrated,0.958875,0.008875000000000077,0.0015699071305136168,0.48351515118665916,330,0.16122238135569283,2.9287500000000257
0.9,gaussian,0.8863125,0.06368750000000001,0.0025095150470727163,0.7938271790327629,330,1.156940891559504,21.016875000000002
0.9,cornish_fisher,0.8403125,0.10968749999999994,0.002895982155760697,0.7938271790327629,330,1.9925723892904106,36.19687499999998
0.9,calibrated,0.94325,0.006749999999999923,0.001829095362125769,0.7938271790327629,330,0.122619839340947,2.2274999999999743
0.5,gaussian,0.95325,0.003250000000000086,0.0016689150199306127,0.007642203039987336,360,0.061664414373285036,1.170000000000031
0.5,cornish_fisher,0.9534375,0.0034375000000000933,0.0016657286992813002,0.007642203039987336,360,0.06522197674097459,1.2375000000000336
0.5,calibrated,0.9486875,0.0013124999999999387,0.0017442678862446485,0.007642203039987336,360,0.024902936573824825,0.47249999999997794
0.8,gaussian,0.92325,0.02674999999999994,0.0021044511977591687,0.442953026774153,360,0.5075455644570238,9.629999999999978
0.8,cornish_fisher,0.902125,0.047875,0.0023491419227959606,0.442953026774153,360,0.9083642578833669,17.235
0.8,calibrated,0.944125,0.005874999999999964,0.0018157812432772567,0.442953026774153,360,0.11147028752093469,2.114999999999987
0.9,gaussian,0.883875,0.06612499999999999,0.0025327848355984565,0.7711953643671985,360,1.2546336616718043,23.804999999999996
0.9,cornish_fisher,0.84125,0.1087499999999999,0.002889078978454898,0.7711953643671985,360,2.0633861732598655,39.14999999999996
0.9,calibrated,0.9504375,0.0004375000000000906,0.0017158463398886778,0.7711953643671985,360,0.008300978857943715,0.15750000000003261
0.5,gaussian,0.9614375,0.01143749999999999,0.0015222399940907408,-0.012942834856737048,390,0.2258725269648788,4.460624999999996
0.5,cornish_fisher,0.960125,0.01012500000000005,0.0015468715277738808,-0.012942834856737048,390,0.19995272878858242,3.94875000000002
0.5,calibrated,0.9556875,0.0056875000000000675,0.0016269008563782779,-0.012942834856737048,390,0.11231912543062422,2.2181250000000263
0.8,gaussian,0.92975,0.02024999999999999,0.0020204414353675293,0.4768512935156276,390,0.3999054575771626,7.897499999999996
0.8,cornish_fisher,0.91,0.039999999999999925,0.002262465469349753,0.4768512935156276,390,0.7899367063252584,15.599999999999971
0.8,calibrated,0.955125,0.005125000000000046,0.0016367122986149704,0.4768512935156276,390,0.10121064049792483,1.998750000000018
0.9,gaussian,0.8974375,0.052562499999999956,0.0023984817280124056,0.6855440503008444,390,1.038026203155536,20.499374999999983
0.9,cornish_fisher,0.85425,0.09575,0.0027895669186721447,0.6855440503008444,390,1.890910990766091,37.3425
0.9,calibrated,0.953875,0.003875000000000073,0.0016582649889078339,0.6855440503008444,390,0.076525118425261,1.5112500000000284
0.5,gaussian,0.95375,0.003750000000000031,0.0016604016362765969,0.04325071133164765,420,0.07685213074469763,1.575000000000013
0.5,cornish_fisher,0.9534375,0.0034375000000000933,0.0016657286992813002,0.04325071133164765,420,0.07044778651597415,1.4437500000000392
0.5,calibrated,0.9511875,0.001187500000000008,0.0017034861285711656,0.04325071133164765,420,0.02433650806915421,0.49875000000000336
0.8,gaussian,0.926125,0.02387499999999998,0.002067871556320049,0.4710202727012317,420,0.4892918990745704,10.027499999999991
0.8,cornish_fisher,0.902,0.04799999999999993,0.0023504786746533137,0.4710202727012317,420,0.98370727353212,20.15999999999997
0.8,calibrated,0.95125,0.0012500000000000844,0.001702451128153169,0.4710202727012317,420,0.025617376914900725,0.5250000000000354
0.9,gaussian,0.88525,0.06474999999999997,0.0025197028284601342,0.7990061588681451,420,1.3269801241917674,27.19499999999999
0.9,cornish_fisher,0.8398125,0.1101875,0.0028996493844488124,0.7990061588681451,420,2.2581717750483463,46.278749999999995
0.9,calibrated,0.9486875,0.0013124999999999387,0.0017442678862446485,0.7990061588681451,420,0.02689824576064269,0.5512499999999743
0.5,gaussian,0.949,0.0010000000000000009,0.0017392347455130956,-0.024075779887430572,450,0.021213203435596444,0.4500000000000004
0.5,cornish_fisher,0.948125,0.00187499999999996,0.0017532823570199697,-0.024075779887430572,450,0.03977475644174245,0.843749999999982
0.5,calibrated,0.943625,0.0063749999999999085,0.0018234044287917855,-0.024075779887430572,450,0.13523417190192527,2.8687499999999586
0.8,gaussian,0.9325,0.01749999999999996,0.0019834274312411837,0.5065630543084986,450,0.3712310601229366,7.874999999999982
0.8,cornish_fisher,0.9091875,0.04081249999999992,0.0022716402367528124,0.5065630543084986,450,0.8657638652152774,18.365624999999962
0.8,calibrated,0.9516875,0.001687500000000064,0.0016951843989620639,0.5065630543084986,450,0.03579728079757032,0.7593750000000288
0.9,gaussian,0.8938125,0.056187499999999946,0.002435566089789882,0.7751730207103656,450,1.1919168680375731,25.284374999999976
0.9,cornish_fisher,0.85075,0.09924999999999995,0.0028170733649924705,0.7751730207103656,450,2.1054104409829444,44.66249999999998
0.9,calibrated,0.9560625,0.006062500000000082,0.0016203201090708504,0.7751730207103656,450,0.12860504582830506,2.7281250000000368
0.5,gaussian,0.9544375,0.004437500000000094,0.0016486084775074318,-0.015223807668562808,480,0.09722075395716905,2.130000000000045
0.5,cornish_fisher,0.9540625,0.00406250000000008,0.0016550537395684083,-0.015223807668562808,480,0.08900491559459124,1.9500000000000384
0.5,calibrated,0.9498125,0.0001875000000000071,0.001726063346964525,-0.015223807668562808,480,0.004107919181288901,0.09000000000000341
0.8,gaussian,0.9335625,0.016437499999999994,0.0019688759260322567,0.39996610529036536,480,0.3601275815596466,7.889999999999997
0.8,cornish_fisher,0.9150625,0.034937499999999955,0.0022040179373951055,0.39996610529036536,480,0.7654422741134687,16.76999999999998
0.8,calibrated,0.94975,0.00024999999999997247,0.0017270809459171278,0.39996610529036536,480,0.005477225575051058,0.11999999999998678
0.9,gaussian,0.895875,0.05412499999999998,0.002414577918278369,0.7309762349530969,480,1.1858193369986842,25.97999999999999
0.9,cornish_fisher,0.8559375,0.09406249999999994,0.002776108968657278,0.7309762349530969,480,2.060806122613186,45.14999999999997
0.9,calibrated,0.9468125,0.0031875000000000098,0.0017740946607310384,0.7309762349530969,480,0.0698346260819089,1.5300000000000047
0.5,gaussian,0.952875,0.002875000000000072,0.0016752655456486589,-0.006169168010205505,510,0.06492664129615985,1.4662500000000367
0.5,cornish_fisher,0.9521875,0.002187500000000009,0.0016868325502948942,-0.006169168010205505,510,0.04940070533403364,1.1156250000000045
0.5,calibrated,0.954375,0.004375000000000018,0.0016496848065426018,-0.006169168010205505,510,0.09880141066806727,2.231250000000009
0.8,gaussian,0.93075,0.01924999999999999,0.0020070880259096765,0.49920768601571763,510,0.434726206939494,9.817499999999995
0.8,cornish_fisher,0.9090625,0.04093749999999996,0.002273046841435384,0.49920768601571763,510,0.9244989141083392,20.87812499999998
0.8,calibrated,0.9535625,0.003562500000000024,0.0016636003612975612,0.49920768601571763,510,0.08045257725828357,1.8168750000000122
0.9,gaussian,0.90025,0.04974999999999996,0.0023690707236699374,0.7090067797934826,510,1.1235131841683024,25.37249999999998
0.9,cornish_fisher,0.8593125,0.09068749999999992,0.002748801185787065,0.7090067797934826,510,2.0480120982766414,46.25062499999996
0.9,calibrated,0.95,0.0,0.0017230060940112786,0.7090067797934826,510,0.0,0.0
0.5,gaussian,0.95275,0.00275000000000003,0.0016773758802814593,-0.008712034010907699,540,0.06390422521242307,1.4850000000000163
0.5,cornish_fisher,0.951625,0.0016250000000000986,0.001696224840915112,-0.008712034010907699,540,0.037761587625524604,0.8775000000000532
0.5,calibrated,0.9465625,0.0034374999999999822,0.0017780244232319692,-0.008712034010907699,540,0.07988028151552756,1.8562499999999904
0.8,gaussian,0.9304375,0.019562499999999927,0.0020112738282266223,0.4849407037627664,540,0.45459142026109384,10.56374999999996
0.8,cornish_fisher,0.90875,0.04125000000000001,0.002276557674154117,0.4849407037627664,540,0.9585633781863359,22.275000000000006
0.8,calibrated,0.9435625,0.006437499999999985,0.0018243544850465264,0.4849407037627664,540,0.14959398174726113,3.476249999999992
0.9,gaussian,0.8999375,0.05006250000000001,0.0023723669100413993,0.6774112855707625,540,1.1633473726170531,27.033750000000005
0.9,cornish_fisher,0.8634375,0.08656249999999999,0.0027146959267309065,0.6774112855707625,540,2.0115307254364767,46.74374999999999
0.9,calibrated,0.95,0.0,0.0017230060940112786,0.6774112855707625,540,0.0,0.0
0.5,gaussian,0.9576875,0.007687500000000069,0.0015914253113119615,0.0239398410073577,570,0.183536546939569,4.38187500000004
0.5,cornish_fisher,0.957375,0.00737500000000002,0.0015970306308701475,0.0239398410073577,570,0.176075711698122,4.203750000000012
0.5,calibrated,0.9538125,0.0038124999999999964,0.0016593337300658893,0.0239398410073577,570,0.091022189945639,2.173124999999998
0.8,gaussian,0.9360625,0.013937499999999936,0.0019340614017810743,0.4228367966181567,570,0.33275325176848236,7.9443749999999635
0.8,cornish_fisher,0.919375,0.030624999999999902,0.002152391248341597,0.4228367966181567,570,0.7311618536616887,17.456249999999944
0.8,calibrated,0.9486875,0.0013124999999999387,0.0017442678862446485,0.4228367966181567,570,0.031335508014071006,0.7481249999999651
0.9,gaussian,0.9015,0.04849999999999999,0.002355813951694828,0.7168705830877432,570,1.157921629472392,27.644999999999992
0.9,cornish_fisher,0.8631875,0.08681249999999996,0.002716786243014782,0.7168705830877432,570,2.07262003007365,49.48312499999998
0.9,calibrated,0.9528125,0.0028124999999999956,0.0016763211178752052,0.7168705830877432,570,0.06714751717301233,1.6031249999999975
0.5,gaussian,0.9531875,0.0031875000000000098,0.001669975483423148,0.012226397606420532,600,0.07807748555121403,1.9125000000000059
0.5,cornish_fisher,0.952375,0.002375000000000016,0.0016836875336408183,0.012226397606420532,600,0.05817538139110087,1.4250000000000096
0.5,calibrated,0.946875,0.0031249999999999334,0.001773110515009569,0.012226397606420532,600,0.07654655446197269,1.87499999999996
0.8,gaussian,0.930625,0.01937499999999992,0.002008763758120277,0.41921191063698604,600,0.4745886376642388,11.624999999999952
0.8,cornish_fisher,0.913125,0.03687499999999999,0.0022266529586887807,0.41921191063698604,600,0.9032493426512966,22.124999999999993
0.8,calibrated,0.952375,0.002375000000000016,0.0016836875336408183,0.41921191063698604,600,0.05817538139110087,1.4250000000000096
0.9,gaussian,0.907,0.04299999999999993,0.002296070011998763,0.6680365278676275,600,1.0532805893967647,25.799999999999955
0.9,cornish_fisher,0.8696875,0.08031250000000001,0.0026614276284513873,0.6680365278676275,600,1.9672464496727402,48.18750000000001
0.9,calibrated,0.95,0.0,0.0017230060940112786,0.6680365278676275,600,0.0,0.0
0.5,gaussian,0.9526875,0.002687500000000065,0.00167842983439415,-0.014591982984989432,630,0.06745571463931146,1.6931250000000408
0.5,cornish_fisher,0.9526875,0.002687500000000065,0.00167842983439415,-0.014591982984989432,630,0.06745571463931146,1.6931250000000408
0.5,calibrated,0.94925,0.0007499999999999174,0.0017351951889484935,-0.014591982984989432,630,0.018824850597014626,0.47249999999994796
0.8,gaussian,0.9325625,0.017437499999999995,0.0019825754019984656,0.45394413277012974,630,0.4376777763806381,10.985624999999997
0.8,cornish_fisher,0.9115,0.03849999999999998,0.0022453806748522626,0.45394413277012974,630,0.9663423306468567,24.25499999999999
0.8,calibrated,0.9516875,0.001687500000000064,0.0016951843989620639,0.45394413277012974,630,0.04235591384328918,1.0631250000000403
0.9,gaussian,0.9065625,0.04343749999999991,0.0023009092441053326,0.6864807115143491,630,1.0902725970772147,27.36562499999994
0.9,cornish_fisher,0.8684375,0.08156249999999998,0.0026722393300581022,0.6864807115143491,630,2.0472025024255656,51.38437499999999
0.9,calibrated,0.9471875,0.0028124999999999956,0.001768179498872888,0.6864807115143491,630,0.07059318973881251,1.7718749999999972
0.5,gaussian,0.95375,0.003750000000000031,0.0016604016362765969,-0.001429270732547186,660,0.09633924433998926,2.4750000000000205
0.5,cornish_fisher,0.953,0.0030000000000000027,0.0016731519656026474,-0.001429270732547186,660,0.07707139547199085,1.9800000000000018
0.5,calibrated,0.952375,0.002375000000000016,0.0016836875336408183,-0.001429270732547186,660,0.06101485474865977,1.5675000000000106
0.8,gaussian,0.9354375,0.014562499999999923,0.0019428423699851137,0.4148441244580119,660,0.3741173988536199,9.611249999999949
0.8,cornish_fisher,0.9190625,0.03093749999999995,0.002156191971592366,0.4148441244580119,660,0.7947987658049036,20.418749999999967
0.8,calibrated,0.9516875,0.001687500000000064,0.0016951843989620639,0.4148441244580119,660,0.043352659952996454,1.1137500000000422
0.9,gaussian,0.904875,0.04512499999999997,0.002319431966762013,0.7115053678520179,660,1.159282240224527,29.78249999999998
0.9,cornish_fisher,0.86475,0.08524999999999994,0.002703671548792493,0.7115053678520179,660,2.190112154662403,56.26499999999996
0.9,calibrated,0.9458125,0.004187500000000011,0.001789748844875833,0.7115053678520179,660,0.10757882284632073,2.763750000000007
0.5,gaussian,0.9515625,0.0015625000000000222,0.001697264501222298,-0.0076125084738944805,690,0.04104351730176214,1.0781250000000153
0.5,cornish_fisher,0.951625,0.0016250000000000986,0.001696224840915112,-0.0076125084738944805,690,0.04268525799383461,1.121250000000068
0.5,calibrated,0.9564375,0.006437500000000096,0.0016137070790912989,-0.0076125084738944805,690,0.16909929128326012,4.441875000000066
0.8,gaussian,0.93025,0.019749999999999934,0.002013779678552249,0.4690294287371789,690,0.5187900586942643,13.627499999999955
0.8,cornish_fisher,0.9104375,0.039562499999999945,0.0022575021953719944,0.4690294287371789,690,1.0392218580806012,27.298124999999963
0.8,calibrated,0.94625,0.00374999999999992,0.0017829213649934194,0.4690294287371789,690,0.09850444152422563,2.587499999999945
0.9,gaussian,0.9036875,0.04631249999999998,0.002332332554865274,0.7052252660235057,690,1.2165298528242119,31.955624999999984
0.9,cornish_fisher,0.864625,0.08537499999999998,0.0027047251405526405,0.7052252660235057,690,2.242617785368251,58.90874999999998
0.9,calibrated,0.9449375,0.00506249999999997,0.001803306357322398,0.7052252660235057,690,0.13298099605770664,3.493124999999979
0.5,gaussian,0.951625,0.0016250000000000986,0.001696224840915112,0.020411164575276662,720,0.043603325561248546,1.170000000000071
0.5,cornish_fisher,0.9501875,0.0001875000000000071,0.0017199421291817865,0.020411164575276662,720,0.005031152949374717,0.13500000000000512
0.5,calibrated,0.946875,0.0031249999999999334,0.001773110515009569,0.020411164575276662,720,0.08385254915624032,2.249999999999952
0.8,gaussian,0.932,0.017999999999999905,0.0019902261178067174,0.43910555754360175,720,0.482990683139952,12.959999999999932
0.8,cornish_fisher,0.9139375,0.0360625,0.002217201869668023,0.43910555754360175,720,0.9676584172630339,25.964999999999996
0.8,calibrated,0.952375,0.002375000000000016,0.0016836875336408183,0.43910555754360175,720,0.06372793735874444,1.7100000000000115
0.9,gaussian,0.9035625,0.04643749999999991,0.002333684166100754,0.6581380487448399,720,1.2460488804617555,33.43499999999993
0.9,cornish_fisher,0.8695625,0.08043749999999994,0.0026625124247802814,0.6581380487448399,720,2.1583646152816707,57.91499999999996
0.9,calibrated,0.950125,0.00012500000000004174,0.0017209641987669297,0.6581380487448399,720,0.003354101966250805,0.09000000000003006
0.5,gaussian,0.9499375,6.249999999996536e-05,0.0017240259223281348,-0.018096879308308216,750,0.0017116329922026955,0.04687499999997402
0.5,cornish_fisher,0.9489375,0.0010624999999999662,0.0017402428187926464,-0.018096879308308216,750,0.029097760867461027,0.7968749999999747
0.5,calibrated,0.949625,0.0003749999999999032,0.0017291139236434068,-0.018096879308308216,750,0.010269797953219214,0.2812499999999274
0.8,gaussian,0.9319375,0.01806249999999998,0.00199107376956741,0.45397785199549096,750,0.49466193474685266,13.546874999999986
0.8,cornish_fisher,0.9154375,0.03456249999999994,0.0021995977415448886,0.45397785199549096,750,0.9465330446886135,25.921874999999954
0.8,calibrated,0.9506875,0.0006875000000000631,0.001711738468336905,0.45397785199549096,750,0.018827962914241814,0.5156250000000473
0.9,gaussian,0.9123125,0.037687499999999985,0.00223604564946344,0.6694956269370241,750,1.032114694298797,28.26562499999999
0.9,cornish_fisher,0.880125,0.06987499999999991,0.0025678904811999863,0.6694956269370241,750,1.9136056852836718,52.40624999999993
0.9,calibrated,0.9524375,0.0024375000000000924,0.0016826375982692686,0.6694956269370241,750,0.06675368669594466,1.8281250000000693
0.5,gaussian,0.9483125,0.001687499999999953,0.0017502839473880732,0.043924405929892885,780,0.04712931014771886,1.3162499999999633
0.5,cornish_fisher,0.947625,0.002374999999999905,0.0017612470612998897,0.043924405929892885,780,0.06633014020789982,1.8524999999999259
0.5,calibrated,0.949375,0.0006249999999999867,0.0017331710348195593,0.043924405929892885,780,0.017455300054710805,0.4874999999999896
0.8,gaussian,0.9335625,0.016437499999999994,0.0019688759260322567,0.40657202306443174,780,0.4590743914389038,12.821249999999996
0.8,cornish_fisher,0.9193125,0.03068749999999998,0.002153152156486944,0.40657202306443174,780,0.8570552326863181,23.936249999999983
0.8,calibrated,0.9460625,0.003937499999999927,0.001785851444230279,0.40657202306443174,780,0.10996839034467837,3.071249999999943
0.9,gaussian,0.9134375,0.03656249999999994,0.0022230248760662518,0.6137022991720735,780,1.0211350532006023,28.518749999999955
0.9,cornish_fisher,0.879375,0.07062499999999994,0.0025748132137958083,0.6137022991720735,780,1.9724489061823611,55.08749999999995
0.9,calibrated,0.9543125,0.004312500000000052,0.0016507602858938587,0.6137022991720735,780,0.12044157037750858,3.363750000000041
0.5,gaussian,0.9550625,0.005062500000000081,0.0016377980853448854,0.0011869567057270522,810,0.14408127589142408,4.100625000000066
0.5,cornish_fisher,0.9536875,0.0036875000000000657,0.0016614687091499418,0.0011869567057270522,810,0.10494808984683997,2.9868750000000532
0.5,calibrated,0.9591875,0.009187500000000015,0.0015641858873658133,0.0011869567057270522,810,0.2614808340251733,7.441875000000012
0.8,gaussian,0.936,0.013999999999999901,0.0019349418595916512,0.39536249141235463,810,0.398446985181213,11.33999999999992
0.8,cornish_fisher,0.92,0.029999999999999916,0.0021447610589527214,0.39536249141235463,810,0.85381496824546,24.299999999999933
0.8,calibrated,0.9523125,0.0023125000000000506,0.0016847366697749456,0.39536249141235463,810,0.06581490380225584,1.873125000000041
0.9,gaussian,0.9123125,0.037687499999999985,0.00223604564946344,0.7575954308245572,810,1.0726050538583618,30.526874999999986
0.9,cornish_fisher,0.8725625,0.07743749999999994,0.002636251879963175,0.7575954308245572,810,2.203909886783598,62.72437499999995
0.9,calibrated,0.94025,0.009749999999999925,0.0018738319278286402,0.7575954308245572,810,0.27748986467977316,7.89749999999994
0.5,gaussian,0.95475,0.004750000000000032,0.0016432140285884858,0.014987235813250458,840,0.13766807908880058,3.990000000000027
0.5,cornish_fisher,0.9550625,0.005062500000000081,0.0016377980853448854,0.014987235813250458,840,0.14672518955517042,4.252500000000068
0.5,calibrated,0.9508125,0.0008124999999999938,0.0017096799745082054,0.014987235813250458,840,0.023548487212557655,0.6824999999999948
0.8,gaussian,0.9316875,0.018312499999999954,0.0019944595499744723,0.3917183136787904,840,0.5307466733291868,15.382499999999961
0.8,cornish_fisher,0.9188125,0.031187499999999924,0.0021592256980765986,0.3917183136787904,840,0.903899624543564,26.197499999999934
