module,design,outcome,method,scale,slope,slope_low,slope_high,n_points
parity_det,parity_holds,continuous,calibrated,error,2.133293214650062,1.5438212133921658,3.7546916237125227,4
parity_det,parity_fails,continuous,calibrated,error,1.1952483473279416,0.8643206564503765,2.038208331503573,4
