module,design,outcome,method,scale,slope,slope_low,slope_high,n_points
parity,parity_holds,continuous,calibrated,error,-0.2745720386149549,-0.5540174475687855,-0.1839987925720141,4
parity,parity_fails,continuous,calibrated,error,0.7515613478132286,0.4175529183337923,0.6444868337011627,4
