module,design,outcome,method,scale,slope,slope_low,slope_high,n_points
parity,parity_holds,continuous,calibrated,error,9.62079702041887,-6.995728669556889,2.4091677802638656,4
parity,parity_fails,continuous,calibrated,error,0.1962988353812504,-0.06529509260073621,1.8116196051223896,4
